,LSAT,UGPA,ZFYA,race,sex,score,label
5692,28.3,3.1,1.54,1,1,0.9911923,1.0
5693,34.5,3.2,-0.67,1,0,0.84785247,0.0
5694,36.0,2.6,-0.57,1,0,0.71027166,1.0
5695,39.0,2.5,0.88,1,0,0.8372546,0.0
5696,35.0,3.1,-0.15,1,0,0.88120174,1.0
5697,35.0,2.7,-0.5,1,1,0.731744,1.0
5698,36.0,2.9,0.48,1,0,0.9538744,1.0
5699,31.5,3.3,-0.4,1,0,0.8983284,1.0
5700,36.0,3.0,-1.01,1,0,0.83646315,1.0
5701,37.0,3.0,0.58,1,0,0.9129719,1.0
5702,40.0,3.4,1.56,1,1,0.997538,1.0
5703,31.0,3.3,0.51,1,0,0.9598959,1.0
5704,31.0,3.1,0.12,1,1,0.9326351,1.0
5706,29.0,3.3,-1.21,1,1,0.38491625,0.0
5707,37.0,2.6,-1.21,1,0,0.5611091,0.0
5708,38.0,2.2,-0.94,1,0,0.73221445,1.0
5709,35.0,3.1,-0.74,1,1,0.81928223,1.0
5710,35.0,2.8,-1.16,1,1,0.5758577,0.0
5711,35.0,3.2,-0.15,1,1,0.7957677,0.0
5712,29.7,3.7,-0.47,1,1,0.90022826,1.0
5713,27.0,3.1,-1.33,0,1,0.59294754,0.0
5714,34.0,3.3,0.12,1,1,0.9582065,1.0
5715,39.0,3.0,-1.06,1,0,0.84466237,1.0
5716,38.0,2.8,0.58,1,0,0.8341132,1.0
5718,39.0,2.7,-0.23,1,0,0.9108864,1.0
5719,45.0,2.9,1.32,1,0,0.9979481,1.0
5720,37.0,2.9,0.07,1,0,0.9303885,0.0
5722,39.0,2.5,-1.01,1,1,0.6046335,0.0
5723,36.0,2.7,0.29,1,0,0.9768958,1.0
5725,36.0,2.7,-1.79,1,0,0.7179216,1.0
5726,31.0,3.1,0.93,1,0,0.98082787,1.0
5727,32.0,3.2,0.83,1,0,0.93877393,1.0
5728,38.0,2.4,-0.79,1,0,0.8049582,1.0
5729,37.0,2.8,0.36,1,0,0.9793258,1.0
5730,41.0,2.9,0.61,1,1,0.96647495,1.0
5731,35.0,2.9,-0.3,1,0,0.90088123,1.0
5732,40.0,2.7,1.76,1,1,0.99816126,1.0
5733,33.0,2.3,0.36,1,1,0.9213665,1.0
5734,42.0,2.3,0.83,1,0,0.9860617,1.0
5735,41.0,3.5,0.58,1,1,0.9927827,1.0
5736,33.0,3.0,0.31,1,0,0.9671862,1.0
5737,37.0,3.0,0.46,1,1,0.9826689,1.0
5738,35.0,3.0,-0.86,1,0,0.8805452,1.0
5739,37.0,2.5,-0.37,1,0,0.8590013,1.0
5740,33.0,3.4,0.41,1,1,0.9465738,1.0
5741,41.0,2.6,0.26,1,1,0.9568294,1.0
5742,36.0,2.6,-0.13,1,0,0.90511435,1.0
5743,30.0,3.3,-1.11,1,1,0.6980747,1.0
5744,39.0,3.6,1.44,1,1,0.9996006,1.0
5745,37.0,2.5,-0.1,1,0,0.8769045,1.0
5746,33.0,3.2,-1.13,1,1,0.69411826,1.0
5747,38.0,3.2,0.31,1,0,0.9852756,1.0
5748,34.0,3.1,-0.15,1,0,0.88506246,1.0
5749,33.0,3.4,2.03,1,1,0.99726,1.0
5750,32.0,3.5,0.68,1,1,0.9673817,1.0
5751,32.0,3.1,-0.13,1,1,0.7710076,1.0
5752,35.0,3.0,0.17,1,1,0.9599797,1.0
5753,31.0,3.1,-0.89,1,1,0.7970981,1.0
5754,34.0,3.0,0.68,1,0,0.9935191,1.0
5755,35.0,3.0,1.05,1,0,0.9967945,1.0
5756,36.0,2.2,-0.69,1,0,0.8246456,1.0
5757,42.0,3.8,2.23,1,1,0.999435,1.0
5758,43.0,3.4,0.61,1,0,0.9965437,1.0
5759,47.0,3.6,-0.12,1,0,0.9966247,1.0
5761,40.0,3.8,0.79,1,0,0.9967338,1.0
5762,47.0,3.7,1.15,1,0,0.99921215,1.0
5763,39.0,3.3,-0.37,1,0,0.92380077,1.0
5764,46.0,3.0,-1.03,1,0,0.9200564,1.0
5766,37.0,3.8,1.33,1,0,0.99908674,1.0
5767,35.0,4.0,-1.51,1,1,0.8764062,1.0
5768,42.0,3.9,0.54,1,0,0.9982609,1.0
5769,45.0,3.6,-1.26,1,1,0.90597314,1.0
5771,39.0,3.7,-0.22,1,0,0.90826577,1.0
5772,40.5,3.6,-1.12,1,0,0.9239877,1.0
5774,44.0,3.6,-0.06,1,0,0.9848268,1.0
5775,42.0,3.6,2.02,1,0,0.9984571,1.0
5776,39.0,3.6,-0.1,1,1,0.9705683,1.0
5777,43.0,3.2,0.17,1,0,0.98076427,1.0
5778,45.0,3.6,1.02,1,0,0.99689376,1.0
5779,45.0,3.7,1.17,1,0,0.99597967,1.0
5780,44.0,3.4,-0.64,1,0,0.98214865,1.0
5782,42.0,3.1,0.79,1,0,0.9946378,1.0
5783,38.0,3.9,-0.35,1,1,0.95894796,1.0
5784,32.0,4.0,-1.39,1,0,0.987961,1.0
5785,38.0,3.6,-0.18,1,0,0.9714372,1.0
5786,40.0,3.9,-0.16,1,1,0.9223235,1.0
5788,42.0,3.4,-0.7,1,0,0.9750137,1.0
5789,45.0,3.5,0.23,1,0,0.98926467,1.0
5790,45.0,3.9,1.56,1,1,0.99845517,1.0
5791,41.0,3.2,1.04,1,1,0.9923597,1.0
5793,38.0,3.0,-0.76,0,1,0.9372918,1.0
5794,35.0,3.4,-0.91,1,0,0.7298223,0.0
5796,41.0,3.7,-0.02,1,1,0.994728,1.0
5797,42.0,3.6,0.11,1,0,0.9682512,1.0
5798,44.0,3.4,0.01,1,1,0.9913059,1.0
5799,38.0,3.8,0.57,1,1,0.97206634,1.0
5800,44.0,3.0,0.75,1,1,0.9968856,1.0
5801,42.0,3.8,0.25,1,0,0.9879688,1.0
5802,42.0,3.4,1.88,1,0,0.9987987,1.0
5803,44.0,3.8,-0.1,1,0,0.9851622,1.0
5804,47.0,3.2,1.11,1,0,0.9996413,1.0
5806,47.0,3.9,1.17,1,0,0.99849725,1.0
5807,44.0,3.5,-1.53,1,0,0.86838585,1.0
5809,35.0,3.8,-0.43,1,1,0.977141,1.0
5810,40.0,3.9,0.0,1,1,0.95036215,1.0
5811,46.0,3.6,0.69,1,0,0.99516016,1.0
5812,41.0,3.6,0.73,1,0,0.9956619,1.0
5813,46.0,3.7,-0.12,1,0,0.99021214,1.0
5814,47.0,3.7,1.94,1,0,0.9998597,1.0
5815,44.0,3.7,-0.04,1,0,0.9893936,1.0
5816,46.0,3.9,0.59,1,1,0.99440056,1.0
5817,47.0,3.9,1.33,1,0,0.99917585,1.0
5818,41.0,2.7,0.25,0,0,0.98675764,1.0
5820,38.0,3.6,0.77,1,0,0.9915249,1.0
5821,39.0,3.7,1.15,1,0,0.9982115,1.0
5822,41.0,3.4,0.8,1,0,0.9886811,1.0
5823,44.0,3.8,0.79,1,1,0.99522865,1.0
5824,44.0,3.3,0.86,1,1,0.9969934,1.0
5826,47.0,3.3,-0.89,1,1,0.96340555,1.0
5827,38.0,4.0,0.61,1,1,0.9954899,1.0
5828,43.0,3.5,-0.83,1,1,0.9506829,1.0
5830,45.0,3.6,-0.12,1,1,0.99514884,1.0
5831,48.0,3.6,0.01,1,0,0.9948367,1.0
5832,48.0,3.3,0.86,1,0,0.99938,1.0
5833,45.0,3.7,0.25,1,0,0.990276,1.0
5834,40.0,2.6,-1.68,1,0,0.682693,1.0
5835,41.0,3.5,-0.24,1,1,0.9756359,1.0
5836,42.0,3.6,1.23,1,0,0.98975396,1.0
5837,31.0,3.4,-1.12,0,1,0.67695796,1.0
5839,42.0,3.5,-0.72,1,1,0.9756982,1.0
5840,44.0,3.3,0.48,1,1,0.9974989,1.0
5841,44.0,3.7,0.61,1,1,0.99911505,1.0
5842,39.0,3.1,-0.02,0,0,0.9821337,1.0
5843,42.0,3.7,0.94,1,0,0.99862015,1.0
5845,43.0,3.4,0.75,1,1,0.9978423,1.0
5846,36.0,3.5,0.48,1,0,0.97695255,1.0
5847,37.0,3.3,0.44,1,1,0.98530525,1.0
5848,36.0,3.2,-1.56,1,0,0.7738567,0.0
5849,36.0,2.6,-1.07,1,1,0.6386446,0.0
5850,34.5,3.5,0.89,1,0,0.9976236,1.0
5851,35.0,3.0,-0.26,1,1,0.8621572,1.0
5852,35.0,3.2,0.38,1,1,0.9590598,1.0
5853,35.0,2.7,0.39,1,0,0.9603281,1.0
5854,27.0,4.0,0.39,1,1,0.9853918,1.0
5855,39.0,3.4,0.49,1,0,0.98649997,1.0
5856,38.0,3.0,-0.2,1,1,0.93543667,1.0
5858,30.7,3.0,0.92,1,0,0.96058154,1.0
5859,33.0,3.2,-0.42,1,0,0.86976117,1.0
5860,37.5,3.2,1.03,1,0,0.97466403,1.0
5861,35.0,3.2,0.35,1,0,0.9627113,1.0
5862,31.5,3.5,0.6,1,1,0.96610147,1.0
5863,42.0,3.0,0.57,1,0,0.9913385,1.0
5864,31.0,3.9,-0.15,1,1,0.89092165,1.0
5865,32.0,2.9,0.42,1,1,0.9302499,1.0
5866,39.0,3.3,0.18,1,0,0.97751766,1.0
5867,35.0,3.5,-0.6,1,0,0.8356933,1.0
5868,38.0,3.1,1.25,1,1,0.9921808,1.0
5869,37.0,3.1,-0.35,1,0,0.9387286,0.0
5870,36.0,3.8,0.88,1,1,0.99924433,1.0
5871,40.0,3.5,-0.63,1,1,0.9569834,1.0
5872,36.0,3.1,0.37,1,0,0.98619616,1.0
5873,36.0,3.0,-0.57,1,1,0.8454701,0.0
5874,37.0,3.3,-0.1,1,0,0.94196755,1.0
5875,38.5,3.0,-0.81,1,1,0.89620835,1.0
5876,41.0,3.4,0.18,1,1,0.9796937,1.0
5877,36.0,3.4,-0.55,1,1,0.88428915,1.0
5878,39.0,3.6,-0.74,1,1,0.9505075,1.0
5879,36.0,3.3,0.41,1,1,0.98205596,1.0
5880,37.0,3.2,-0.42,1,1,0.9220364,1.0
5881,34.0,3.5,0.11,1,1,0.918446,1.0
5882,37.0,3.4,-0.02,1,0,0.9821655,1.0
5883,33.5,3.7,-0.93,1,1,0.81668854,1.0
5884,37.0,3.5,-0.29,1,1,0.8912132,1.0
5885,30.5,3.4,-0.41,1,1,0.89013255,1.0
5886,37.0,3.5,-0.07,1,1,0.9636591,1.0
5887,42.0,2.9,0.6,1,1,0.96957153,1.0
5888,37.0,3.0,1.66,1,1,0.9993611,1.0
5889,34.0,3.4,-0.41,1,1,0.87931234,1.0
5890,37.0,3.0,0.72,1,1,0.97420293,1.0
5891,26.0,2.7,-0.54,0,1,0.45843595,0.0
5892,33.5,2.9,0.94,1,1,0.93467176,1.0
5893,36.0,2.6,0.24,1,0,0.7913721,1.0
5894,40.0,2.7,0.37,1,1,0.9628241,1.0
5895,35.0,3.2,-1.08,1,0,0.7804663,1.0
5896,33.0,3.2,-0.18,1,1,0.8126045,0.0
5898,36.5,3.1,-0.53,1,1,0.9239864,1.0
5899,42.0,3.2,0.96,1,0,0.9878429,1.0
5900,33.0,3.8,0.77,1,1,0.97832644,1.0
5901,38.0,3.2,0.21,1,1,0.98377085,1.0
5902,23.0,2.7,-2.15,0,1,0.2015575,0.0
5903,33.0,3.5,1.29,1,1,0.99768114,1.0
5904,40.0,3.0,-0.03,1,0,0.9727078,1.0
5905,35.0,3.5,1.08,1,1,0.99759954,1.0
5906,41.0,2.8,1.26,1,0,0.9621805,1.0
5907,28.0,3.4,-0.17,1,1,0.8690671,1.0
5908,33.0,3.5,-0.38,1,1,0.9138501,1.0
5909,39.0,3.3,0.96,1,0,0.98740256,1.0
5910,40.0,3.1,0.34,1,0,0.97046006,1.0
5911,36.0,3.5,1.03,1,1,0.99820936,1.0
5912,32.0,2.7,0.69,1,0,0.9726667,1.0
5913,39.0,3.1,-1.0,1,1,0.9143706,1.0
5915,36.0,3.4,0.61,1,0,0.98279667,1.0
5916,35.0,3.2,0.57,1,0,0.9594158,1.0
5917,36.0,3.1,-1.39,1,0,0.6449256,0.0
5918,33.0,2.8,-0.54,1,0,0.8045032,1.0
5919,39.0,3.3,-0.43,1,0,0.9358039,1.0
5920,37.0,3.3,0.21,1,1,0.98393524,1.0
5921,35.0,3.2,-0.06,1,1,0.8607185,1.0
5922,38.0,3.2,-0.01,1,0,0.9371267,1.0
5923,32.0,3.4,-0.49,1,1,0.8619849,1.0
5924,33.5,3.5,0.55,1,0,0.9847904,1.0
5925,45.0,3.6,0.51,1,1,0.9971885,1.0
5926,42.0,3.1,0.68,1,1,0.99202806,1.0
5927,36.0,3.7,0.64,1,1,0.9909286,1.0
5929,35.0,3.2,0.02,1,1,0.85471874,0.0
5930,37.0,3.7,0.81,1,1,0.9982668,1.0
5931,42.0,3.9,-1.03,1,1,0.9898398,1.0
5932,33.0,2.6,-0.73,1,0,0.7535411,1.0
5933,29.0,3.0,0.52,1,0,0.9844269,1.0
5935,28.0,2.9,-2.13,0,1,0.2653754,0.0
5936,40.0,3.2,0.19,1,1,0.94896793,0.0
5937,42.0,3.8,1.52,1,0,0.99446315,1.0
5938,30.5,3.6,-0.94,1,1,0.8054017,0.0
5939,39.0,2.9,-1.06,1,1,0.7500062,1.0
5940,37.0,3.3,1.74,1,0,0.99950063,1.0
5941,36.0,3.1,0.74,1,0,0.96120566,1.0
5942,39.0,2.8,-0.38,1,0,0.89142084,1.0
5943,39.0,3.1,2.04,1,1,0.9986064,1.0
5944,42.0,2.9,-0.36,1,0,0.9728967,1.0
5945,32.0,3.3,0.2,1,0,0.93046033,1.0
5946,37.0,2.4,2.82,1,0,0.9991617,1.0
5947,32.0,3.2,0.45,1,1,0.85850334,0.0
5948,33.0,3.0,0.32,1,0,0.97191554,1.0
5949,40.0,2.9,1.07,1,0,0.9958395,1.0
5950,42.0,2.8,1.26,1,0,0.94220793,0.0
5951,31.0,3.0,-1.66,1,1,0.61591613,0.0
5952,37.0,3.5,-0.2,1,1,0.91108805,1.0
5953,36.0,3.6,0.3,1,1,0.9908488,1.0
5954,36.0,3.0,-0.03,1,0,0.9418791,1.0
5955,38.0,3.1,0.41,1,0,0.9779439,1.0
5957,37.0,2.9,1.02,1,0,0.9969969,1.0
5958,31.0,3.5,-1.58,1,1,0.4247086,0.0
5959,23.0,2.3,-1.41,0,1,0.21032533,0.0
5960,47.0,3.4,2.67,1,0,0.9964635,1.0
5961,45.0,2.7,1.12,1,0,0.9965179,1.0
5962,35.0,3.7,1.36,1,1,0.9992669,1.0
5963,36.0,2.9,1.32,1,1,0.93418455,1.0
5964,23.7,2.7,-2.27,1,1,0.66842294,1.0
5965,35.0,3.5,-0.71,1,1,0.8425217,1.0
5968,46.0,2.8,0.06,1,0,0.9807935,1.0
5969,37.0,3.0,0.21,1,0,0.97437704,1.0
5970,33.0,3.5,-0.57,1,1,0.76058793,1.0
5971,32.0,3.6,0.69,1,0,0.97594553,1.0
5972,37.0,2.9,0.02,1,0,0.9323027,1.0
5974,35.0,3.1,-0.4,1,0,0.79496217,0.0
5975,32.5,3.4,0.86,1,1,0.9536147,1.0
5976,39.0,3.6,1.66,1,1,0.99986744,1.0
5977,32.5,3.1,2.26,1,0,0.99821657,1.0
5978,36.0,2.7,0.91,1,0,0.96293575,1.0
5979,34.0,3.6,1.06,1,1,0.9989197,1.0
5980,36.0,3.1,-0.54,1,0,0.92393917,1.0
5981,43.0,3.4,2.88,1,0,0.99556327,1.0
5983,34.0,3.1,0.2,1,0,0.96812785,1.0
5984,31.0,3.3,1.77,1,1,0.99872017,1.0
5985,39.0,2.3,1.47,1,1,0.9969272,1.0
5986,39.0,3.0,-0.53,1,0,0.9152136,1.0
5987,40.0,3.0,0.96,1,1,0.96533114,1.0
5988,34.0,3.3,0.31,1,0,0.9730926,1.0
5989,38.0,3.7,-0.07,1,1,0.98463535,1.0
5990,39.0,3.1,0.74,1,0,0.9884516,1.0
5991,32.0,3.7,0.46,1,0,0.91581327,1.0
5992,36.0,3.0,0.62,1,1,0.96148646,1.0
5993,33.0,3.7,-0.2,1,1,0.9473393,1.0
5994,28.0,3.5,0.26,1,1,0.70155346,0.0
5995,37.0,2.9,-0.18,1,1,0.905326,1.0
5996,32.0,3.4,0.62,1,0,0.9339682,1.0
5997,35.0,2.9,-0.56,1,1,0.74879074,1.0
5998,40.0,2.7,-0.39,1,1,0.8416348,1.0
5999,37.0,2.9,-0.33,1,0,0.90594894,1.0
6000,35.0,2.8,-0.58,1,1,0.74879074,1.0
6001,31.0,3.9,1.31,1,1,0.99900323,1.0
6002,30.3,2.8,-0.45,1,1,0.7445743,1.0
6003,44.0,3.5,1.76,1,0,0.9994373,1.0
6004,35.0,2.8,1.31,1,0,0.88670915,1.0
6005,45.0,3.5,1.82,1,0,0.99889106,1.0
6006,39.5,2.9,-0.91,1,1,0.8491624,1.0
6007,39.5,3.5,1.31,1,1,0.9974827,1.0
6008,39.0,3.1,-0.58,1,0,0.88022834,1.0
6009,31.5,3.6,0.18,1,1,0.9800669,1.0
6010,39.0,2.8,0.2,1,1,0.96428394,1.0
6011,38.0,3.7,1.68,1,1,0.99991965,1.0
6012,35.0,3.0,0.3,1,0,0.97522503,1.0
6013,39.0,3.1,0.58,1,1,0.9666076,1.0
6014,33.0,3.5,0.96,1,0,0.99538714,1.0
6015,35.0,3.2,-0.45,1,1,0.8181463,1.0
6016,39.0,3.2,0.41,1,1,0.95176893,1.0
6017,38.0,3.2,-0.15,1,0,0.9491034,1.0
6020,34.0,3.9,-0.54,1,1,0.86002994,1.0
6021,25.0,3.7,0.6,1,1,0.70331764,1.0
6022,34.0,3.2,-0.34,1,1,0.8159373,1.0
6024,37.5,3.1,0.06,1,1,0.93943954,1.0
6025,35.0,3.0,-0.05,1,0,0.92041063,1.0
6026,38.0,3.2,0.42,1,0,0.98605746,1.0
6027,36.0,3.1,-0.23,1,0,0.92653817,1.0
6028,36.0,3.2,0.66,1,0,0.97551006,1.0
6029,39.0,3.2,-0.54,1,1,0.93504965,1.0
6030,36.0,3.7,-0.07,1,1,0.97917855,1.0
6031,35.0,3.2,0.38,1,0,0.9645197,1.0
6032,44.0,3.0,0.1,1,0,0.96847713,1.0
6033,36.0,3.3,-0.38,1,0,0.9106612,1.0
6034,44.0,3.0,-0.03,1,0,0.9824636,1.0
6036,35.0,3.4,1.12,1,0,0.9928778,1.0
6037,27.0,2.6,-1.18,1,0,0.6560761,1.0
6038,39.0,3.0,0.11,1,1,0.9305186,1.0
6039,38.0,3.3,0.37,1,0,0.98759836,1.0
6041,29.0,2.5,-1.08,0,0,0.5901393,1.0
6042,38.0,3.2,0.06,1,1,0.9708593,1.0
6043,31.5,3.7,0.05,1,0,0.9659225,1.0
6044,39.0,2.9,-0.43,1,0,0.9443957,1.0
6045,38.0,3.1,-0.39,1,1,0.9435203,1.0
6046,35.0,3.5,-0.83,1,1,0.76435757,0.0
6047,32.5,3.5,0.78,1,0,0.99184144,1.0
6048,42.0,3.0,-0.48,1,0,0.94522,1.0
6049,37.0,3.4,-0.48,1,0,0.9284359,1.0
6050,42.0,3.2,-1.44,1,0,0.9331718,1.0
6051,36.5,2.9,-0.02,1,0,0.92272973,1.0
6053,36.0,3.1,-0.34,1,0,0.9198262,1.0
6054,37.0,3.2,0.15,1,1,0.95752573,1.0
6055,36.0,3.5,-0.13,1,1,0.9590578,1.0
6056,36.0,3.6,-0.74,1,0,0.8719475,1.0
6057,37.0,3.5,0.56,1,1,0.9880702,1.0
6058,28.7,3.5,-0.59,1,0,0.82934064,1.0
6059,39.0,3.2,0.15,1,0,0.95053715,1.0
6060,38.0,3.4,0.09,1,1,0.9690628,1.0
6061,33.5,3.5,-0.26,1,1,0.93319494,1.0
6062,32.0,3.2,-0.27,1,1,0.79566,1.0
6063,41.0,2.9,1.06,1,1,0.9898066,1.0
6065,39.0,2.9,-0.16,1,0,0.9056035,1.0
6066,39.0,3.0,-0.78,1,0,0.8921083,1.0
6067,39.0,2.9,0.27,1,1,0.9346023,0.0
6068,42.0,2.9,0.15,1,0,0.97135496,1.0
6069,37.0,3.5,0.87,1,0,0.99831283,1.0
6070,33.0,3.1,-0.16,1,1,0.8169241,1.0
6071,37.0,3.2,-0.06,1,1,0.9141277,1.0
6073,41.0,3.1,0.3,1,1,0.9498085,1.0
6074,34.0,3.5,1.54,1,1,0.9989831,1.0
6075,33.0,3.6,-0.15,1,1,0.94105893,1.0
6076,39.0,3.1,1.02,1,0,0.9974625,1.0
6078,37.0,3.1,0.06,1,1,0.96449673,1.0
6079,35.0,3.4,-0.74,1,1,0.8217524,0.0
6080,35.0,3.3,-0.73,1,1,0.82408845,1.0
6081,33.0,3.2,-0.92,1,0,0.74196035,1.0
6082,39.0,2.8,-0.13,1,0,0.92342585,1.0
6083,11.0,3.0,-1.4,0,0,0.23173068,0.0
6084,33.0,3.5,0.34,1,1,0.94579214,1.0
6085,36.0,3.4,0.71,1,1,0.93687165,1.0
6086,33.0,3.3,-0.36,1,1,0.92539656,1.0
6087,32.0,3.4,-0.36,1,1,0.898685,1.0
6088,40.5,2.9,0.13,1,0,0.9434624,1.0
6089,40.0,2.7,-0.08,1,1,0.931474,1.0
6090,33.0,3.8,-0.28,1,1,0.93467236,1.0
6091,36.0,3.3,-0.2,1,1,0.90701383,1.0
6093,26.0,2.5,-2.07,0,1,0.037315622,0.0
6094,27.0,2.9,-0.96,1,1,0.7826836,1.0
6095,33.0,3.5,0.84,1,0,0.99440855,1.0
6096,30.0,3.2,-0.78,1,1,0.84214854,1.0
6097,37.0,3.6,1.06,1,0,0.99899465,1.0
6098,35.0,3.7,0.76,1,1,0.98644245,1.0
6099,38.0,3.0,0.67,1,1,0.98954445,1.0
6100,38.0,3.2,0.25,1,1,0.98893946,1.0
6101,33.0,3.1,-0.46,1,1,0.76190233,1.0
6102,39.0,3.4,0.49,1,1,0.9852284,1.0
6103,38.0,3.3,-0.1,1,1,0.9652124,1.0
6104,38.0,3.1,-0.73,1,0,0.93922454,1.0
6105,41.0,3.3,1.77,1,0,0.9993413,1.0
6106,31.0,3.3,-0.05,1,1,0.9229806,1.0
6107,44.0,2.4,0.09,1,0,0.70094544,1.0
6108,35.0,3.4,-0.45,1,1,0.8779744,1.0
6109,31.0,2.8,-0.01,1,1,0.8055439,0.0
6110,31.0,3.8,-0.75,1,1,0.48051187,0.0
6111,38.0,3.5,2.54,1,1,0.9993693,1.0
6112,38.5,2.5,0.12,1,0,0.918671,1.0
6113,39.0,3.3,0.1,1,0,0.9569801,1.0
6114,39.0,3.5,-0.26,1,1,0.8545179,0.0
6115,34.0,2.4,-1.18,1,0,0.6950352,1.0
6116,39.0,3.5,1.48,1,0,0.9995603,1.0
6117,31.0,3.3,0.04,1,1,0.9245374,1.0
6118,31.0,3.7,-1.31,1,0,0.75757027,1.0
6119,33.0,3.6,-0.01,1,0,0.96557593,1.0
6120,36.0,3.4,-0.6,1,0,0.90341717,1.0
6121,30.5,3.6,-1.06,1,1,0.8180552,1.0
6122,34.0,3.1,-0.03,1,0,0.9413383,1.0
6123,37.0,3.3,0.82,1,0,0.9865129,1.0
6124,37.0,3.2,0.71,1,0,0.9759772,1.0
6125,29.5,3.6,0.55,1,1,0.9653854,1.0
6126,38.0,3.0,0.23,1,0,0.98757267,1.0
6127,37.0,2.6,-0.24,1,0,0.90749675,1.0
6128,39.0,3.2,0.26,1,0,0.9790911,1.0
6129,36.0,3.0,-0.34,1,1,0.8777848,1.0
6130,39.0,2.7,-0.22,1,1,0.89847237,1.0
6131,37.0,3.3,0.52,1,1,0.9835603,1.0
6132,42.0,2.6,1.73,1,0,0.99626875,1.0
6134,31.5,3.0,0.06,1,0,0.95279825,1.0
6135,41.0,2.8,0.35,1,0,0.9538077,1.0
6137,35.0,3.0,-0.01,1,1,0.85624963,1.0
6138,38.0,2.9,0.26,1,1,0.98513293,1.0
6139,33.0,2.5,-0.99,1,0,0.5813084,1.0
6140,35.0,3.3,-0.21,1,1,0.8807741,1.0
6141,43.0,3.1,1.15,1,0,0.99749017,1.0
6142,32.0,3.5,0.07,1,0,0.83669835,0.0
6143,36.0,3.0,2.76,1,0,0.9992951,1.0
6145,23.5,2.1,-2.13,0,1,0.067128606,0.0
6146,42.0,2.8,1.67,1,1,0.9980835,1.0
6147,25.0,2.9,-1.42,0,1,0.50142235,1.0
6148,36.0,3.2,0.41,1,1,0.97426516,1.0
6149,33.0,3.2,0.08,1,1,0.90566796,0.0
6150,37.0,3.3,0.35,1,0,0.98756546,1.0
6151,36.0,3.2,-0.72,1,1,0.8643798,1.0
6154,31.5,3.5,1.32,1,1,0.99728596,1.0
6155,36.0,3.0,-0.1,1,1,0.8791329,0.0
6156,32.7,3.4,-1.0,1,1,0.67351997,0.0
6158,36.0,3.5,0.24,1,1,0.9727006,1.0
6159,40.0,3.4,-0.72,1,0,0.9352679,1.0
6160,33.5,3.5,0.26,1,1,0.91109246,1.0
6161,43.0,3.0,0.6,1,1,0.98999095,1.0
6162,34.0,3.5,-1.43,1,1,0.5952485,0.0
6163,38.0,3.1,1.19,1,1,0.9876431,1.0
6164,40.0,3.3,-0.49,1,1,0.9346879,1.0
6165,41.0,3.0,1.77,1,0,0.9991258,1.0
6166,34.0,3.4,0.17,1,0,0.9422078,1.0
6167,34.5,3.2,-0.12,1,0,0.9421519,1.0
6168,32.0,3.2,0.43,1,0,0.8650809,1.0
6169,33.5,3.7,1.14,1,1,0.99956614,1.0
6170,34.0,3.2,-0.33,1,1,0.8159373,1.0
6171,38.0,3.1,0.32,1,0,0.98474693,1.0
6172,28.0,3.4,-0.54,1,1,0.6801008,0.0
6173,35.0,3.4,0.57,1,0,0.9597562,1.0
6175,29.5,2.8,-1.33,1,0,0.74528444,1.0
6176,35.0,3.3,-0.08,1,0,0.9367186,1.0
6177,33.0,3.7,1.26,1,0,0.9988104,1.0
6178,21.5,2.6,-2.06,0,1,0.048991624,0.0
6179,36.0,3.1,-0.81,1,1,0.85183614,0.0
6180,30.0,2.8,-0.51,1,1,0.72309524,1.0
6181,37.0,3.6,1.44,1,1,0.9996455,1.0
6182,35.0,3.1,-0.4,1,0,0.79496217,0.0
6183,39.0,2.9,0.05,1,0,0.80130494,1.0
6184,32.0,3.4,-0.1,1,1,0.92625725,1.0
6185,39.0,3.3,0.13,1,1,0.9586353,1.0
6186,41.0,3.1,0.29,1,1,0.9498085,1.0
6187,39.0,3.5,-0.41,1,1,0.96634257,1.0
6188,22.0,3.0,-2.01,0,0,0.30820483,0.0
6189,36.5,3.2,0.63,1,1,0.98433673,1.0
6190,34.0,3.3,-0.02,1,1,0.95220023,1.0
6191,35.0,3.8,0.93,1,0,0.99743277,1.0
6192,30.0,3.1,0.09,1,1,0.9158014,1.0
6193,34.0,3.2,0.87,1,0,0.994991,1.0
6194,41.0,3.3,1.62,1,1,0.99969685,1.0
6195,33.0,3.8,-1.18,1,1,0.6507611,1.0
6197,39.0,3.8,0.97,1,1,0.9989818,1.0
6198,33.0,3.3,-0.53,1,1,0.87339574,1.0
6199,34.0,3.2,-0.7,1,0,0.89243853,1.0
6201,30.0,2.8,-0.11,1,0,0.8653318,1.0
6202,38.0,3.5,0.57,1,1,0.93679506,0.0
6203,42.0,2.8,0.31,1,1,0.95745337,1.0
6204,19.0,2.4,-1.26,0,0,0.03292656,0.0
6205,31.0,3.2,0.78,1,1,0.91659814,1.0
6206,36.0,3.3,0.83,1,0,0.982249,1.0
6207,36.0,3.5,1.6,1,1,0.99982774,1.0
6208,36.0,2.9,-0.11,1,1,0.8874006,1.0
6209,35.0,3.3,0.48,1,0,0.9450524,1.0
6210,32.0,3.1,0.89,1,0,0.97590315,1.0
6212,39.0,3.1,0.89,1,1,0.9556199,1.0
6213,39.0,3.2,-1.27,1,0,0.68553376,0.0
6214,35.0,3.3,1.1,1,1,0.9831114,1.0
6215,30.0,2.5,-0.86,0,0,0.33190596,1.0
